43.56481828,1.481698726,231.565113
43.56481927,1.48169889,231.7442458
43.56481911,1.481698435,232.3143519
43.56482069,1.481700068,232.5950118
43.56482055,1.481699637,232.6995831
43.56482092,1.481700887,232.7002639
43.56482192,1.481699114,232.7497585
43.56482137,1.481698035,232.5027405
43.56481887,1.481700435,232.4575112
43.56481924,1.481699096,232.6066144
43.56481837,1.481700471,232.7900935
43.56482104,1.481699339,232.6937366
43.56481969,1.481700099,232.9461472
43.56481967,1.481699435,232.3166872
43.56482098,1.481698195,231.8761049
43.56481857,1.481698933,232.1085325
43.56481879,1.481698366,232.0710276
43.5648177,1.48169851,232.1000685
43.56481724,1.481694607,231.7413779
43.56481683,1.48169581,231.997701
43.56481623,1.481693837,231.7867855
43.56481348,1.481694183,231.9195658
43.56481309,1.481694483,231.5711976
43.56481334,1.481695811,232.2421409
43.5648127,1.481695077,232.5940162
43.56481127,1.481694424,232.6273811
43.56481147,1.481694215,232.6276484
43.56481176,1.481694741,232.871412
43.56481172,1.48169379,232.9340316
43.56481314,1.481696553,233.4679413
43.56481192,1.481697977,233.2377104
43.56481221,1.48169865,233.1350978
43.56481424,1.481696699,233.2772673
43.56481354,1.481698688,233.3480612
43.56481367,1.481698951,233.3232128
43.56481221,1.481696487,232.8421446
43.56481327,1.481696533,233.2613385
43.56481474,1.481695082,233.63872
43.5648132,1.481695158,233.4128742
43.56481301,1.481692558,233.0603548
43.56481387,1.481694975,233.3587855
43.56481329,1.481696772,233.2384588
43.56481242,1.481697063,233.7520763
43.56481145,1.481696998,233.5012703
43.56480952,1.481697679,233.3055515
43.56480883,1.481697245,233.6107499
43.56480608,1.481698416,234.0195225
43.56480473,1.481699311,234.0785058
43.56480489,1.481697562,233.9457273
43.56480513,1.481698851,234.4126536
43.56480627,1.481697472,234.5033016
43.56480654,1.48169885,234.3727935
43.5648078,1.48169962,234.6319707
43.56480821,1.48170127,234.7940358
43.56480902,1.481700373,234.7207848
43.56480984,1.481701729,234.7148622
43.56481191,1.481703087,235.1424055
43.56480971,1.481703491,234.9526614
43.5648109,1.48170441,235.1452004
43.5648122,1.481706407,235.0615638
43.56481217,1.481708004,235.5502467
43.56481151,1.481706689,235.2730996
43.56481012,1.481707014,235.2130966
43.56481054,1.481707861,235.8216326
43.56480897,1.481706174,235.5174814
43.56480883,1.481704482,235.2366131
43.56481011,1.481701744,235.3685807
43.56480966,1.481700306,235.2548879
43.56481155,1.481699701,235.2216315
43.56481239,1.481697063,234.7268607
43.56481073,1.481697723,234.6865897
43.56481123,1.481696914,234.7344652
43.56481026,1.481698207,234.5973554
43.56481053,1.481699702,234.5503142
43.56481102,1.481697581,234.4970689
43.56481283,1.481696744,234.0496161
43.56481175,1.481698809,234.6262167
43.56481031,1.481696029,233.9134569
43.56481061,1.481693384,233.3811574
43.56481132,1.48169311,233.4797939
43.56481389,1.481691167,233.3828454
43.56481521,1.481690646,233.3880584
43.5648165,1.481685108,232.9894817
43.56481908,1.481684551,232.9305047
43.56481928,1.481684655,232.8349117
43.5648198,1.481684027,232.8554393
43.56481912,1.481683923,233.0170503
43.56481939,1.481685561,233.0136113
43.56482001,1.481686472,232.5005421
43.56481881,1.481683727,232.2333068
43.56482127,1.481687002,232.3334112
43.56482162,1.481686902,232.281387
43.56482357,1.481686202,232.6683286
43.56482466,1.481683551,232.2633413
43.56482496,1.481685113,232.5082686
43.56482672,1.481683571,232.2761854
43.5648268,1.481681113,231.9054911
43.5648264,1.481679018,232.3232192
43.56482389,1.481680047,232.3616612
43.5648225,1.481679649,232.8576572
43.56482393,1.481685136,232.8869029
43.56482384,1.481682687,232.8547286
43.56482338,1.481683252,233.0812843
43.56482082,1.48168209,232.9062432
43.5648213,1.481682712,232.9431559
43.5648199,1.481684345,233.4754562
43.56481926,1.481681417,233.3189982
43.56481898,1.48167928,233.0451752
43.56482001,1.481675331,232.823217
43.56481861,1.481675903,232.6871211
43.56482004,1.481677918,233.0529311
43.56482122,1.481679678,233.2672616
43.56482145,1.481680332,233.4989861
43.5648194,1.481683075,233.6749282
43.56481797,1.481684443,233.7017356
43.56481815,1.481687558,234.1660417
43.56481695,1.48168658,234.400904
43.56481564,1.481683237,234.635631
43.56481358,1.481685971,234.9428134
43.56481344,1.481687646,234.9699199
43.5648143,1.481687675,234.6625995
43.5648158,1.481689375,235.0259804
43.56481446,1.481691618,234.884768
43.56481504,1.481690921,234.9078217
43.56481583,1.481692187,234.8848441
43.56481601,1.481689161,234.6700852
43.56481635,1.481690328,234.3882396
43.56481614,1.481690636,234.8183467
43.56481679,1.481693152,235.0732788
43.56481475,1.481692619,235.7311302
